recipe_url,name,time,difficulty,ingredients
https://www.jamieoliver.com/recipes/fruit-recipes/vegan-blueberry-pancakes/,Vegan blueberry pancakes,30 minutes                                                    ,"Super easy                                                    
","['1 tablespoon ground flaxseed', '1 tablespoon coconut oil', '250 ml unsweetened organic soya milk , or almond milk', '1 teaspoon cider vinegar', '125 g wholemeal flour', '1 teaspoon golden caster sugar', '1 teaspoon baking powder', '¼ teaspoon bicarbonate of soda', '1 pinch of sea salt', '50 g blueberries , plus extra to serve', 'vegetable oil', 'organic soya yoghurt , to serve', 'maple syrup , to serve']"
https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-vegan-burger/,The best vegan burger,30 minutes plus chilling                                                    ,"Not too tricky                                                    
","['1 x 400 g tin of chickpeas', '1 x 340 g tin of sweetcorn', '½ a bunch of fresh coriander , (15g)', '½ teaspoon paprika', '½ teaspoon ground coriander', '½ teaspoon ground cumin', '1 lemon', '3 heaped tablespoons plain flour , plus extra for dusting', 'rapeseed oil', '1 small round lettuce', '2 large ripe tomatoes', 'tomato ketchup', '4 wholemeal burger buns']"
https://www.jamieoliver.com/recipes/chocolate-recipes/dairy-free-chocolate-mousse/,Dairy-free chocolate mousse,15 minutes plus chilling                                                    ,"Super easy                                                    
","['150 g dairy-free dark chocolate , plus extra for serving', '2 large ripe avocados', '2 tablespoons cocoa powder', '2 teaspoons vanilla bean paste', '3 tablespoons maple syrup', '1 x 160 g tin of coconut cream']"
https://www.jamieoliver.com/recipes/fruit-recipes/dairy-free-banana-loaf/,Dairy-free banana loaf,1 hour 10 minutes                                                    ,"Super easy                                                    
","['175 g dairy-free margarine , (suitable for baking), plus extra for greasing', '175 g self-raising flour', '1 teaspoon baking powder', '1 teaspoon ground cinnamon', '175 g golden caster sugar', '200 g ground almonds', '2 large free-range eggs', '3 ripe bananas']"
https://www.jamieoliver.com/recipes/fruit-recipes/dairy-free-apple-muffins/,Dairy-free apple muffins,35 minutes                                                    ,"Super easy                                                    
","['150 g dairy-free margarine , (suitable for baking)', '125 g golden caster sugar', '1 large free-range egg', '100 g self-raising flour', '1 teaspoon baking powder', '1 teaspoon ground cinnamon', '125 g ground almonds', '100 g hazelnuts', '1 eating apple', '1 teaspoon vanilla extract']"
https://www.jamieoliver.com/recipes/fish-recipes/sea-bass-fennel-grapefruit-ceviche/,"Sea bass, fennel & grapefruit ceviche",15 minutes                                                    ,"Not too tricky                                                    
","['500 g seabass , scaled, filleted and pin-boned, from sustainable sources', '2 fresh red chillies', '1 clove of garlic', '2 lemons', '2 pink grapefruit', '2 bulbs of fennel', '½ a bunch of fresh mint , (15g)', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/chicken-recipes/hit-n-run-traybaked-chicken/,Hit ‘n’ run traybaked chicken,1 hour 10 minutes                                                    ,"Super easy                                                    
","['4 large ripe tomatoes', '2 red onions', '1 red pepper', '1 yellow pepper', '6 free-range chicken thighs , skin off, bone out', '4 cloves of garlic', '½ a bunch of fresh thyme', '1 teaspoon smoked paprika', 'olive oil', '2 tablespoons balsamic vinegar']"
https://www.jamieoliver.com/recipes/vegetables-recipes/roast-tomato-and-bread-soup/,Roast tomato & bread soup,1 hour 35 minutes                                                    ,"Not too tricky                                                    
","['2 kg ripe tomatoes', '½ a bulb of garlic', '2 red onions', '1 pinch of dried oregano', 'olive oil', '1 litre organic vegetable stock', 'a few sprigs of fresh basil', '1 x 280 g ciabatta loaf', 'red wine vinegar', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/vegetables-recipes/summer-ratatouille-salad/,Summer ratatouille salad,35 minutes                                                    ,"Super easy                                                    
","['2 romano peppers', '1 aubergine', '400 g baby courgettes with flowers', 'olive oil', '90 g tinned plum tomatoes', '1 tablespoon sherry vinegar', '400 g ripe tomatoes , ideally a mixture of cherry and heritage', '2 handfuls of fresh mixed herbs , such as basil, chives or parsley', '1 handful of mizuna leaves']"
https://www.jamieoliver.com/recipes/chicken-recipes/ginger-honey-chicken-wings/,Ginger & honey chicken wings,45 minutes plus marinating                                                    ,"Super easy                                                    
","['24 chicken wings', 'Ginger and honey marinade', '5 spring onions', '1 fresh red chilli', '5 tablespoons runny honey', '2 tablespoons soy sauce', '2 cm piece of ginger', '5 sprigs of fresh thyme']"
https://www.jamieoliver.com/recipes/bread-recipes/chestnut-rosemary-pancetta-focaccia/,"Chestnut, rosemary & pancetta focaccia",40 minutes plus 1 hour proofing time                                                    ,"Not too tricky                                                    
","['300 g Tipo 00 flour , plus extra for dusting', '100 g semolina flour', '100 g chestnut flour', '½ teaspoon sugar', '6 g fine sea salt', '2 x 7 g sachets of dried yeast', 'olive oil', '125 g vacuum-packed chestnuts', 'a few sprigs of fresh rosemary', '50 g thinly sliced pancetta']"
https://www.jamieoliver.com/recipes/pork-recipes/achiote-recado-pork/,Achiote recado pork,2 hours plus 3-4 hours marinating                                                    ,"Not too tricky                                                    
","['6 higher-welfare pork chops', 'Achiote recado', '2 tablespoons annatto seeds', '1 onion', '4 cloves of garlic , unpeeled', '1 tablespoon ground allspice', '1 tablespoon coriander seeds', '1 tablespoon ground cinnamon', '1 tablespoon cumin seeds', '1 tablespoon dried oregano', '1 teaspoon saffron threads', '2 tablespoons ancho chilli powder , or other Mexican chilli powder', '2 limes', '200 ml orange juice', '50 ml cider vinegar', 'Chilli-fried onion rings', '6 tablespoons flour', '6 tablespoons chilli powder , or paprika', 'vegetable oil , for deep frying', '2 large onions']"
https://www.jamieoliver.com/recipes/bread-recipes/jemma-s-vegan-vanilla-fudge-cupcakes/,Jemma’s vegan vanilla fudge cupcakes,45 minutes plus cooling                                                    ,"Not too tricky                                                    
","['300 g caster sugar', '150 ml sunflower oil', '1 teaspoon vanilla extract', '500 g dairy-free soya yoghurt', '2 teaspoons cider vinegar', '350 g plain flour', '1 teaspoon bicarbonate of soda', '1½ teaspoons baking powder', 'For the vegan vanilla icing', '200 g dairy-free soya spread , chilled', '660 g icing sugar', '½ teaspoon vanilla extract']"
https://www.jamieoliver.com/recipes/couscous-recipes/kerryann-s-turkish-style-couscous/,Kerryann’s Turkish-style couscous,15 minutes                                                    ,"Super easy                                                    
","['250 g couscous', '1 teaspoon ground cumin', '1 teaspoon smoked paprika', 'sea salt', 'freshly ground black pepper', '1 medium red onion , peeled', '1 medium cucumber', '2 ripe tomatoes', '1 fresh red chilli', '1 bunch of fresh mint , leaves picked', '½ bunch of fresh coriander , leaves picked', '1 bunch of fresh flat-leaf parsley', '1 tablespoon tomato purée', '2 tablespoons extra virgin olive oil', '½ unwaxed lemon , zest and juice from']"
https://www.jamieoliver.com/recipes/pork-recipes/dj-bbq-s-rad-rum-ribs/,DJ BBQ's rad rum ribs,3 hours plus marinating                                                    ,"Super easy                                                    
","['sea salt', 'freshly ground black pepper', '1.5 kg higher-welfare baby back ribs , membrane removed', 'For the paste', '5 tablespoons maple syrup', '2 teaspoons chipotle chilli paste', '1 tablespoon ground ginger', '1 tablespoon Worcestershire sauce', '1½ teaspoons sweet paprika', '1½ teaspoons ground cumin', '1 teaspoon Chinese five-spice', '½ teaspoon ground nutmeg', 'For the rad rum BBQ sauce', '4cm piece of ginger , peeled', '3–4 cloves of garlic , peeled', '125 ml tomato ketchup', '60 ml dark rum', '1 tablespoon Worcestershire sauce', '3 tablespoons cider vinegar', '1 teaspoon Dijon mustard', '½ teaspoon dried chilli flakes', '50 g soft dark brown sugar']"
https://www.jamieoliver.com/recipes/chicken-recipes/french-style-chicken/,French-style chicken,1 hour 20 minutes plus 12 hours marinating                                                    ,"Not too tricky                                                    
","['1.8 kg higher-welfare chicken', 'MARINADE', '1 onion', '½ a bulb of garlic', '½ a bunch of fresh rosemary', '4 fresh bay leaves', '4 tablespoons white wine vinegar', 'FLORENTINE POTATOES', '1.2 kg red-skinned potatoes', '4 cloves of garlic', '6 tablespoons olive oil', 'a few sprigs of fresh oregano', 'FRENCH DRESSING', '½ teaspoon Dijon mustard', '6 tablespoons extra virgin olive oil', '2 tablespoons white wine vinegar', '2 frisée', 'SALAD', ""4 large handfuls of lamb's lettuce"", '½ a bunch of fresh chives (15g)']"
https://www.jamieoliver.com/recipes/fish-recipes/jerk-fish/,Jerk fish,50 minutes plus 1 hour marinating                                                    ,"Not too tricky                                                    
","['4 whole sea bream , or red mullet, gutted and scaled, from sustainable sources', '2 limes , to serve', 'JERK MARINADE', '1 tablespoon allspice berries', '1 tablespoon black peppercorns', '2 bay leaves', '1 large pinch of ground cloves', '½ tablespoon muscovado sugar', '2 tablespoons runny honey', '2 tablespoons thyme', 'a few sprigs of fresh coriander', '3cm piece of fresh ginger', '2 cloves of garlic', '2 Scotch bonnet chillies', '2 spring onions', '1 lime', 'olive oil', '2 tbsp golden rum , optional', 'CORN SALSA', '3 fresh corn on the cob', '1 ripe mango', '3 spring onions', '½ bunch of fresh coriander , (15g)', '2 ripe tomatoes', '2 limes']"
https://www.jamieoliver.com/recipes/seafood-recipes/prawn-panzanella/,Prawn panzanella,1 hour                                                    ,"Super easy                                                    
","['1 yellow pepper', '1 red pepper', '3 thick slices of ciabatta', '16 cherry tomatoes', '3 spring onions', '16 cooked and peeled prawns , from sustainable sources', '1 small handful of celery tops', 'Jalapeño dressing', '4 pickled jalapeños', '6 tbsp extra virgin olive oil', '3 tbsp white wine vinegar']"
https://www.jamieoliver.com/recipes/vegetables-recipes/briam/,Briam,1 hour 20 minutes                                                    ,"Super easy                                                    
","['150 ml extra-virgin olive oil , plus extra if needed', '1 large aubergine', '1 large onion', '3 cloves of garlic', '800 g large potatoes', '6 medium tomatoes', '12 cherry tomatoes', '5 courgettes', '300 g tomato passata', '1 tablespoon dried oregano', '½ a bunch of fresh flat-leaf parsley , (15g)']"
https://www.jamieoliver.com/recipes/fish-recipes/pasta-con-le-sarde/,Pasta con le sarde,50 minutes                                                    ,"Super easy                                                    
","['40 g sultanas or raisins', '1 onion', '6 baby fennel bulbs , including green tops', '6 tablespoons olive oil', '1 teaspoon saffron threads', '200 g toasted pine nuts', '4 anchovy fillets , from sustainable sources', '12 sardines , cleaned and boned, heads removed, to produce butterfly fillets, from sustainable sources', '480 g bucatini', '2 tablespoons toasted breadcrumbs']"
https://www.jamieoliver.com/recipes/fish-recipes/mackerel-plaki/,Mackerel plaki,45 minutes                                                    ,"Super easy                                                    
","['8 small sustainably sourced whole mackerel , cleaned, gutted (2kg total), from sustainable sources', '2 carrots', '2 onions', '4 ripe tomatoes', '3 cloves of garlic', '3 fresh bay leaves', '3 tbsp extra virgin olive oil', '4 sprigs of fresh flat-leaf parsley', '1 lemon , plus extra', '150 ml dry white wine']"
https://www.jamieoliver.com/recipes/lamb-recipes/lamb-lagoto/,Lamb lagoto,2 hours 40 minutes                                                    ,"Not too tricky                                                    
","['1 bulb of garlic', 'olive oil', '2 kg boned leg of lamb , trimmed and cut into 5cm pieces', '6 plum tomatoes , or 1 x 400g tin of chopped tomatoes', '1 tablespoon tomato purée', '1 teaspoon dried oregano', '1 teaspoon dried mint', '1½ lemons']"
https://www.jamieoliver.com/recipes/pork-recipes/jamie-s-jerk-ham/,Jamie's jerk ham,3 hours 45 minutes                                                    ,"Not too tricky                                                    
","['4 kg piece of middle-cut gammon, with knuckle', '1 onion', '1 tablespoon black peppercorns', '1 bouquet garni , (leek, celery, bay leaves, thyme)', 'JERK SEASONING', '3 cloves of garlic', '3 red shallots', '3 Scotch bonnet chillies', '½ a bunch of chives , (15g)', '1 tablespoon runny honey', '½ a bunch of fresh thyme , (15g)', '3 fresh bay leaves', '1 tablespoon ground allspice', '1 tablespoon ground nutmeg', '1 tablespoon ground cloves', '100 ml golden rum', '100 ml malt vinegar', 'GLAZE', '1 orange', '3 tablespoon quality bitter marmalade', '150 ml golden rum']"
https://www.jamieoliver.com/recipes/fruit-recipes/vegan-victoria-sponge/,Vegan Victoria sponge,50 minutes plus cooling                                                    ,"Super easy                                                    
","['300 g dairy-free margarine (suitable for baking) , plus extra for greasing', '300 g gluten-free plain flour , plus extra for dusting', '300 g golden caster sugar', '2 vanilla pods', '200 g organic soya yoghurt', '2 lemons , zest only', '2 tablespoons gluten-free baking powder', '½ teaspoon xanthan gum', 'rice milk , optional', 'FILLING', '200 g icing sugar , plus extra for dusting', '100 g dairy-free margarine', '100 g fresh raspberries', '4 tablespoons raspberry jam']"
https://www.jamieoliver.com/recipes/chocolate-recipes/gluten-free-peanut-butter-chocolate-chip-cookies/,Gluten-free peanut butter & chocolate chip cookies,35 minutes plus cooling                                                    ,"Super easy                                                    
","['200 g dairy-free margarine , (suitable for baking), plus extra for greasing', '100 g crunchy peanut butter', '200 g golden caster sugar', '200 g gluten-free plain flour', '200 g ground almonds', '2 large free-range eggs', '125 g dairy-free milk chocolate']"
https://www.jamieoliver.com/recipes/chocolate-recipes/epic-vegan-chocolate-cake/,Epic vegan chocolate cake,50 minutes                                                    ,"Not too tricky                                                    
","['300 g dairy-free margarine (suitable for baking) , plus extra for greasing', '300 g gluten-free plain flour , plus extra for dusting', '300 g golden caster sugar', '2 teaspoons vanilla extract', '200 g organic soya yoghurt', '2 teaspoons gluten-free baking powder', '½ teaspoon xanthan gum', '70 g cocoa powder', '6 tablespoons rice milk', '100 g fresh raspberries', 'dairy-free dark chocolate (70% cocoa solids) , to serve', 'FOR THE ICING', '200 g icing sugar', '4 tablespoons cocoa powder', '100 g dairy-free margarine', '2 tablespoons organic soya yoghurt']"
https://www.jamieoliver.com/recipes/vegetables-recipes/garden-glut-soup/,Garden glut soup,1 hour 30 minutes                                                    ,"Not too tricky                                                    
","['1 medium onion', '2 sticks of celery', '1 medium leek', '2 cloves of garlic', 'olive oil', '3 medium potatoes', '2 courgettes', '1 vegetable stock cube , or 1.4 litres hot fresh vegetable stock', '100 g podded fresh peas , or broad beans', '200 g baby spinach', 'a few sprigs of fresh mint']"
https://www.jamieoliver.com/recipes/fish-recipes/salmon-fishcakes/,Salmon fishcakes,1 hour 30 minutes                                                    ,"Not too tricky                                                    
","['50 g fresh or frozen peas', '600 g potatoes', '½ a bunch of fresh chives , (15g)', '2 x 180g tins of salmon , from sustainable sources', '1 lemon', '1 tablespoon plain flour , plus extra for dusting', '1 large free-range egg', 'olive oil']"
https://www.jamieoliver.com/recipes/rice-recipes/chicken-chorizo-paella/,Chicken & chorizo paella,50 minutes                                                    ,"Not too tricky                                                    
","['2 cloves of garlic', '1 onion', '1 carrot', '½ a bunch of fresh flat-leaf parsley , (15g)', '70 g quality chorizo', '2 free-range chicken thighs , skin off, bone out', 'olive oil', '1 teaspoon sweet smoked paprika', '1 red pepper', '1 tablespoon tomato purée', '1 organic chicken stock cube', '300 g paella rice', '100 g frozen peas', '200 g frozen peeled cooked prawns , from sustainable sources', '1 lemon']"
https://www.jamieoliver.com/recipes/pork-recipes/piri-piri-pork-belly/,Piri piri pork belly,2 hours 30 minutes                                                    ,"Not too tricky                                                    
","['6 fresh bay leaves', '1 level teaspoon smoked paprika', '1 tablespoon olive oil', '1.2 kg higher-welfare pork belly , skin on, bone in', '2 red onions', '1 sweet potato', '4 cloves of garlic', '2 fresh red chillies', '1 tablespoon red wine vinegar', '1 x 700 ml jar of passata', '2 sprigs of fresh rosemary']"
https://www.jamieoliver.com/recipes/fruit-recipes/strawberry-slushie/,Strawberry slushie,15 minutes                                                    ,"Super easy                                                    
","['500 g strawberries', '1 sprig of fresh mint', 'ice cubes', '1 lemon', 'optional:', '1 teaspoon golden caster suger']"
https://www.jamieoliver.com/recipes/vegetables-recipes/crunchy-carrot-pittas/,Crunchy carrot pittas,1 hour                                                    ,"Super easy                                                    
","['6 medium carrots', 'a bunch of fresh coriander', '2 tablespoons sesame seeds', '1 tablespoon poppy seeds', '6 wholemeal pittas', '1 orange', '2 lemons', 'extra virgin olive oil', 'sea salt', 'freshly ground black pepper']"
https://www.jamieoliver.com/recipes/fruit-recipes/old-cuban-cocktail/,Old Cuban cocktail,10 minutes                                                    ,"Super easy                                                    
","['40 g caster sugar', '½ a lime , juice from', '70 ml Bacardi 8 year old dark rum', '1 sprig of fresh mint , leaves picked', 'Angostura bitters', 'a handful of ice cubes', '50 ml Prosecco']"
https://www.jamieoliver.com/recipes/vegetables-recipes/corn-salsa/,Corn salsa,20 minutes                                                    ,"Super easy                                                    
","['4 corn on the cob', '½ a bunch of fresh coriander', '½ a fresh red chilli', '4 spring onions', '3 ripe tomatoes', 'sea salt', '2 limes', '1 tablespoon extra virgin olive oil']"
https://www.jamieoliver.com/recipes/vegetables-recipes/root-vegetable-salad/,Root vegetable salad,20 minutes                                                    ,"Super easy                                                    
","['3 carrots', '3 raw beetroots (different colours if possible)', '1 bunch of radishes', '1 celery heart (with leaves)', '½ a small radicchio , or 1 baby gem lettuce', '1 fennel bulb', '1 lemon', '½ a bunch of fresh mint', '5 tablespoons extra virgin olive oil', 'sea salt', 'freshly ground black pepper']"
https://www.jamieoliver.com/recipes/vegetables-recipes/simple-lemony-spring-greens/,Simple lemony spring greens,15 minutes                                                    ,"Super easy                                                    
","['1 lemon', '2 tablespoons extra virgin olive oil', 'sea salt', 'freshly ground black pepper', '500 g spring greens']"
https://www.jamieoliver.com/recipes/chicken-recipes/roasted-veg-vindaloo-with-golden-gnarly-chicken-skewers/,Roasted veg vindaloo with golden gnarly chicken skewers,1 hour 30 minutes                                                    ,"Not too tricky                                                    
","['PASTE', '1 whole bulb of garlic', '1 heaped tablespoon turmeric', '1 heaped tablespoon garam masala', '2 heaped tablespoons raisins', '1 level teaspoon of sea salt', '1 level teaspoon of ground cumin', '1 heaped teaspoon fennel seeds', '2 dried red chillies', 'a bunch of fresh coriander , (30g)', '1 red onion', '200 ml white wine vinegar', '2 tablespoons Worcestershire sauce', '2 tablespoons rapeseed or olive oil', 'CHICKEN SKEWERS', '4 x 150 g skinless free-range chicken breast', 'rapeseed or olive oil', '1 lemon', 'CURRY', '1 kg large ripe tomatoes', '1 cauliflower', '3 red onions', '1 x 400 g tin of chickpeas', '500 ml organic chicken or vegetable stock', '500 g mixed peas, broad beans and sweetcorn', '1 x 200 g bag of baby spinach', 'Optional', 'natural yoghurt , to serve', '1 fresh red chilli']"
https://www.jamieoliver.com/recipes/vegetables-recipes/smoky-mixed-potato-wedges/,Smoky mixed-potato wedges,45 minutes                                                    ,"Super easy                                                    
","['2 large sweet potatoes', '2 medium potatoes', '1 teaspoon sweet smoked paprika', 'olive oil']"
https://www.jamieoliver.com/recipes/bread-recipes/breakfast-crumpies/,Breakfast crumpies,45 minutes plus standing time                                                    ,"Super easy                                                    
","['vegetable oil', '500 g strong bread flour', '1 teaspoon caster sugar', '1 x 7 g sachet easy action yeast', 'a good pinch of bicarbonate of soda']"
https://www.jamieoliver.com/recipes/seafood-recipes/cajun-blackened-fish-steaks/,Cajun blackened fish steaks,15 minutes                                                    ,"Super easy                                                    
","['4 x 200 g white fish fillets, such as sea bass, snapper, bream or pollock (approx. 2cm thick) , skin on, scaled and pinboned, from sustainable sources', '1 lemon', 'RUB', '10 sprigs of fresh thyme , leaves picked', '4 sprigs of fresh oregano , leaves picked', '2 cloves of garlic , peeled', '2 level teaspoons of smoked paprika', '1 teaspoon cayenne pepper', '2 tablespoons olive oil', '1 lemon']"
https://www.jamieoliver.com/recipes/fish-recipes/asian-steamed-sea-bass/,Asian-steamed sea bass,45 minutes                                                    ,"Not too tricky                                                    
","['1 x 1.5 kg whole sea bass , scaled, gutted, gills removed, from sustainable sources', '5 spring onions', '1 fresh red chilli', '5 cm piece of ginger', '1 bunch of fresh coriander , (30g)', '1 lime', 'low-salt soy sauce', 'sesame oil']"
https://www.jamieoliver.com/recipes/fruit-recipes/incredible-homemade-strawberry-jam/,Incredible homemade strawberry jam,35 minutes plus sterilizing and cooling time                                                    ,"Super easy                                                    
","['500 g high pectin sugar (jam sugar)', '1 vanilla pod', '1 kg ripe strawberries , washed and leafy tops removed']"
https://www.jamieoliver.com/recipes/vegetables-recipes/rosemary-roasted-jersey-royals/,Rosemary roasted Jersey Royals,1 hour                                                    ,"Super easy                                                    
","['1.2 kg Jersey Royal potatoes', '1 bulb of garlic , unpeeled', 'a few sprigs of fresh rosemary', 'sea salt', 'freshly ground black pepper', 'olive oil']"
https://www.jamieoliver.com/recipes/vegetables-recipes/summer-four-grain-salad-with-garlic-lemon-and-herbs/,"Summer four-grain salad with garlic, lemon and herbs",40 minutes                                                    ,"Super easy                                                    
","['½ a bunch of fresh mint , (15g)', '½ a bunch of fresh parsley , (15g)', '200 g mixed wild rice', '100 g red rice', '100 g pearl barley or farro', '1 bulb of garlic', '1 lemon', 'olive oil', '½ teaspoon fennel seeds', '1 teaspoon cumin seeds', '75 g rolled porridge oats']"
https://www.jamieoliver.com/recipes/fish-recipes/mixed-fish-grill-with-lemon-couscous/,Mixed fish grill with lemon couscous,35 minutes                                                    ,"Super easy                                                    
","['4 lemons', '1 large red onion , or 2 small red onions, peeled and halved', '1 clove garlic , peeled', '1 large bunch fresh flat-leaf parsley , stalks reserved', '300 g couscous', 'extra virgin olive oil', '600 ml organic vegetable stock , hot', 'sea salt', 'freshly ground black pepper', '2 sea bass fillets , from sustainable sources, ask your fishmonger, skin on and pinboned', '4 red mullet fillets , from sustainable sources, ask your fishmonger, skin on and pinboned', '1 bunch fresh mint , leaves picked', '12 large raw king prawns , from sustainable sources, ask your fishmonger, shelled and deveined', '1 large handful clams , from sustainable sources, ask your fishmonger, cleaned', '1 large handful mussels , from sustainable sources, ask your fishmonger, cleaned', '1 pinch cinnamon', '400 g tinned plum tomatoes', '1 jar roasted red peppers , drained']"
https://www.jamieoliver.com/recipes/bread-recipes/bruschetta-with-tomato-and-basil/,Bruschetta with tomato & basil,10 minutes                                                    ,"Super easy                                                    
","['1 small loaf of sourdough bread', '1 clove of garlic', '2 handfuls of nice mixed-colour ripe tomatoes', '½ a bunch of fresh basil', 'quality herb or white wine vinegar']"
https://www.jamieoliver.com/recipes/vegetables-recipes/lovely-tomato-and-rose-petal-harissa/,Lovely tomato & rose petal harissa,1 hour 15 minutes plus cooling                                                    ,"Super easy                                                    
","['350 g ripe tomatoes', '200 g fresh red chillies', '4 cloves of garlic', 'olive oil', '2 teaspoons cumin seeds', '1 teaspoon coriander seeds', '1 teaspoon smoked paprika', '1 handful of rose petals', '3 tablespoons rose water', '2 tablespoons caster sugar', 'red wine vinegar', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/vegetables-recipes/full-of-veg-tomato-sauce/,'Full of veg' tomato sauce,1 hour 15 minutes plus cooling time                                                    ,"Super easy                                                    
","['olive oil', '2 small onions , peeled and chopped', '1 small leek , chopped and washed', '2 sticks celery , trimmed and chopped', '2 red peppers , chopped', '2 courgettes , grated', '2 carrots , grated', '1 large pinch dried oregano', '2 bay leaves', '4 x 400 g tinned plum tomatoes', '1 small butternut squash , peeled and seeds removed, grated', 'sea salt', 'freshly ground black pepper']"
https://www.jamieoliver.com/recipes/fish-recipes/spanish-fish-and-chorizo-soup/,Spanish fish and chorizo soup,30 minutes                                                    ,"Super easy                                                    
","['For the soup', 'olive oil', '2 cloves garlic , peeled and sliced', '2 fresh red chillies , deseeded and finely sliced', '1 bunch fresh basil , leaves picked and stalks finely chopped', '1 iberico sausage , around 200g, sliced', '½ bottle white wine', '2 x 400 g tinned plum tomatoes', '1 handful basmati rice', '400 g tinned chickpeas , drained', 'sea salt', 'freshly ground black pepper', '2 bream fillets , from sustainable sources, ask your fishmonger, skinned and pin-boned', '2 pollock fillets , from sustainable sources, ask your fishmonger, skinned and pin-boned', '12 raw prawns , from sustainable sources, ask your fishmonger, peeled, tails left on', '2 lemons , cut into wedges', 'For the pangrattato', '2 handfuls breadcrumbs', '1 bunch fresh flat-leaf parsley , roughly chopped', '1 lemon , zest of']"
https://www.jamieoliver.com/recipes/vegetables-recipes/-abundance-tomato-soup-with-basil-oil/,'Abundance' tomato soup with basil oil,25 minutes                                                    ,"Super easy                                                    
","['olive oil', '2 cloves of garlic', '2 kg very ripe mixed tomatoes', 'good-quality red wine vinegar', 'BASIL OIL', '1 large bunch of fresh basil , (30g)', '200 ml extra virgin olive oil']"
https://www.jamieoliver.com/recipes/pork-recipes/versatile-meat-rag/,Versatile meat ragù,2 hours 15 minutes                                                    ,"Super easy                                                    
","['2 red onions', '2 cloves of garlic', '3 carrots', '2 sticks of celery', '1 butternut squash', '6 rashers higher-welfare streaky bacon', '4 tablespoons extra virgin olive oil', '750 g higher-welfare minced pork', '750 g minced beef', '2 wineglasses red wine', '5 x 400 g tins of plum tomatoes', '3 sprigs of fresh rosemary', '1 fresh bay leaf']"
https://www.jamieoliver.com/recipes/pasta-recipes/wonderful-wild-garlic-and-sausage-fusilli/,Wonderful wild garlic & sausage fusilli,50 minutes                                                    ,"Super easy                                                    
","['2 heaped teaspoons fennel seeds', '2 dried red chillies , crumbled', 'olive oil', '4 higher-welfare coarse Italian or Cumberland sausages', '4 handfuls wild garlic leaves , washed, or 4 cloves of garlic, peeled, plus 4 handfuls of spinach leaves, washed', '320 g fusilli', '1 lemon', 'sea salt', 'freshly ground black pepper', '1 small handful Parmesan cheese , freshly grated, plus extra for serving']"
https://www.jamieoliver.com/recipes/fish-recipes/smoked-salmon-and-avocado-salad/,Smoked salmon & avocado salad,20 minutes                                                    ,"Super easy                                                    
","['1 loaf ciabatta', '2 small avocados , stoned and sliced', '1 lemon', '½ cucumber', '2 handfuls mixed fresh herbs , leaves picked', '1 punnet cress , snipped', '2 tablespoons mixed seeds (pumpkin, sesame, sunflower and poppy seeds)', '1 blood orange , halved', 'extra virgin olive oil', 'sea salt', 'freshly ground black pepper', '200 g smoked salmon , from sustainable sources, ask your fishmonger']"
https://www.jamieoliver.com/recipes/seafood-recipes/scottish-scallops-and-black-pudding-with-winter-salad/,Scottish scallops and black pudding with winter salad,40 minutes                                                    ,"Not too tricky                                                    
","['1 loaf good-quality ciabatta', 'sea salt', 'freshly ground black pepper', 'olive oil', '2 large handfuls watercress , washed and spun dry', ""2 large handfuls lamb's lettuce , washed and spun dry"", '½ a radicchio', '2 sticks celery , washed, leaves reserved', '2 black puddings', '12 scallops with roes , from sustainable sources, ask your fishmonger, removed from their shells and cleaned', '1 lemon , juice and zest of', '1 punnet salad cress']"
https://www.jamieoliver.com/recipes/lamb-recipes/scotch-broth-with-winter-root-veg/,Scotch broth with winter root veg,4 hours 45 minutes                                                    ,"Super easy                                                    
","['1kg lamb shoulder (on the bone) , or 600g leftover roast lamb', '1 leek', '2 onions', '2 carrots', '2 sticks of celery , ideally with leaves', 'olive oil', '3 litres organic lamb stock', '1 small swede', '1 large potato', '80 g pearl barley', '1 bunch of fresh flat-leaf parsley , (15g)', '1 loaf of crusty bread', 'Scotch whisky , optional']"
https://www.jamieoliver.com/recipes/vegetables-recipes/mushrooms-fish-and-chips-style-with-posh-vinegar/,Mushrooms 'fish and chips style' with posh vinegar,20 minutes plus steeping time                                                    ,"Super easy                                                    
","['4 sprigs fresh tarragon', '2 sprigs fresh thyme', '6 white peppercorns', '2 cloves garlic , peeled and finely sliced', '400 ml white wine vinegar', '1 litre olive oil', '100 g plain flour', 'sea salt', 'freshly ground black pepper', '1 lemon , zest of', '4 large handfuls mixed mushrooms (porcini, field, girolles and morels)', '1 small bunch fresh flat-leaf parsley']"
https://www.jamieoliver.com/recipes/duck-recipes/diy-crispy-duck-lettuce-cups-with-cherries-and-mint/,DIY crispy duck lettuce cups with cherries and mint,2 hours 40 minutes plus cooling time                                                    ,"Super easy                                                    
","['1 duck , about 2kg', 'sea salt', 'freshly ground black pepper', '300 g fresh cherries', 'extra virgin olive oil', '2 sprigs of rosemary', '1 teaspoon ground cinnamon', '½ teaspoon ground cloves', '2 soft round lettuce or little gems', '1 small bunch spring onions', '½ cucumber', '2 red chillies', '1 small bunch mint', '2 punnets salad cress', '1 punnet shiso cress']"
